6.820864469	-4.469056993	6.333136108	2.894981195	6.333136108
-2.126074218	-5.636300159	-7.849658169	-5.204010849	-5.636300159
-4.898292475	2.784687894	1.73944874	-0.1247186136	1.73944874
8.208760333	-4.909774838	3.663838658	2.320941384	3.663838658
-7.824313656	-7.985266089	6.643442404	-3.055379113	-7.824313656
-1.141409578	-7.125422132	0.03216024381	-2.744890489	-1.141409578
8.207372999	5.467004018	-2.904097494	3.590093174	5.467004018
2.408019694	-3.126957407	-0.1328225369	-0.2839200832	-0.1328225369
1.104586684	-4.223346727	-3.312540343	-2.143766795	-3.312540343
-4.045976764	5.618245222	-2.607887501	-0.3452063477	-2.607887501
7.871210422	-0.3921966896	-5.414459733	0.6881846663	-0.3921966896
-1.727093242	1.652394347	-1.0735951	-0.3827646651	-1.0735951
-4.9285181	-2.573712585	-3.253070461	-3.585100382	-3.253070461
1.511151721	0.7211051824	5.352019234	2.528092046	1.511151721
5.585569923	7.603758023	3.718272244	5.63586673	5.585569923
-6.091596813	-3.791711511	4.12984537	-1.917820985	-3.791711511
4.351659527	-5.743873192	0.3169932792	-0.3584067952	0.3169932792
-4.287745058	-6.754696368	7.978330545	-1.021370294	-4.287745058
-0.7021445625	-4.524800467	-4.993609078	-3.406851369	-4.524800467
3.608091517	-6.905158617	7.96811363	1.55701551	3.608091517
-5.511710634	8.677338138	-3.363646915	-0.06600647023	-3.363646915
-8.204129472	6.062132756	-8.965978082	-3.702658266	-8.204129472
-1.912806754	4.549849663	-6.764419404	-1.375792165	-1.912806754
4.557185126	-5.481615044	-7.607851325	-2.844093748	-5.481615044
-2.347310948	7.532375371	-0.3423126194	1.614250601	-0.3423126194
-2.846952377	3.954141275	-8.167329055	-2.353380052	-2.846952377
3.20396191	-0.9403543895	9.172397245	3.812001588	3.20396191
6.683392753	-6.241144581	5.22140195	1.887883374	5.22140195
0.2816365326	5.171392075	6.749580021	4.067536209	5.171392075
-0.243873538	2.21767942	8.792614798	3.588806893	2.21767942
-5.213118722	3.947777522	5.12838423	1.28768101	3.947777522
-4.785544099	1.722598732	6.08523609	1.007430241	1.722598732
3.810331828	-4.937769202	-0.7584639099	-0.6286337613	-0.7584639099
-5.36096031	-4.767080171	5.921901469	-1.402046337	-4.767080171
6.142670011	-1.809129699	8.746302642	4.359947651	6.142670011
8.88400922	-1.464960849	-8.961596175	-0.5141826016	-1.464960849
-5.98507535	8.836577396	-1.006031647	0.6151567998	-1.006031647
-0.344058632	1.913707985	-4.652439769	-1.027596805	-0.344058632
-4.706405802	7.199054261	-2.430732873	0.02063852844	-2.430732873
-3.639773261	-6.348028583	-8.000711851	-5.996171232	-6.348028583
-2.576163663	-6.942319525	4.495352052	-1.674377045	-2.576163663
9.502783156	3.644907793	0.1355290315	4.427739994	3.644907793
9.56854154	1.364480632	1.398891061	4.110637744	1.398891061
2.35452968	4.78854856	6.417398299	4.520158847	4.78854856
-7.547582999	1.627849131	-8.440942021	-4.786891963	-7.547582999
-7.005730839	4.260221338	-5.969610526	-2.905040009	-5.969610526
9.333568535	9.586651151	4.143856428	7.688025371	9.333568535
-6.999556802	-7.964650081	3.084428157	-3.959926242	-6.999556802
1.360791351	-2.363245949	-6.487314537	-2.496589711	-2.363245949
7.846433808	-6.191226452	-8.623128133	-2.322640259	-6.191226452
