-4.480331564	1.206183873	1.034657649	-0.7464966808	1.034657649
3.593903794	-3.80181618	1.870407599	0.5541650712	1.870407599
6.938557296	7.574328612	3.569382079	6.027422662	6.938557296
4.280452373	0.919126768	3.281268454	2.826949198	3.281268454
-0.3408151037	0.06683770239	4.229516978	1.318513192	0.06683770239
7.82105214	1.753305908	8.768483049	6.114280366	7.82105214
1.081721594	6.520863538	3.968442365	3.857009166	3.968442365
0.1248942856	-6.432419813	2.717559474	-1.196655351	0.1248942856
-6.920330678	-0.1594437183	-2.585036443	-3.221603613	-2.585036443
7.715837803	8.053011112	7.17870948	7.649186132	7.715837803
-1.421103057	7.417463611	-4.728772494	0.4225293531	-1.421103057
-7.031749743	-3.918560021	-2.775174076	-4.57516128	-3.918560021
7.729913539	-9.415941501	7.678203529	1.997391856	7.678203529
8.673658446	-0.4799243052	-4.812383126	1.127117005	-0.4799243052
7.843447369	-3.148679227	-1.297591181	1.13239232	-1.297591181
4.991350079	-6.770235525	6.008599362	1.409904639	4.991350079
-0.7824391737	5.536674149	-7.827580223	-1.024448416	-0.7824391737
-1.125450491	-7.23426514	-1.047691699	-3.135802443	-1.125450491
8.972475032	5.035462441	-2.371958919	3.878659518	5.035462441
-4.114034994	-5.393107608	9.340603799	-0.05551293405	-4.114034994
-3.808927294	-5.720904271	-3.822126714	-4.45065276	-3.822126714
0.6489328702	-4.524756946	1.38093248	-0.8316305319	0.6489328702
-6.172249766	9.332573658	0.2564838421	1.138935911	0.2564838421
8.374628215	9.009812945	-5.195627979	4.062937727	8.374628215
-2.590033663	-3.285138808	8.919511993	1.014779841	-2.590033663
-4.061564637	-8.106430003	-4.247169161	-5.471721267	-4.247169161
9.554545789	-0.3958864182	-3.672113854	1.828848506	-0.3958864182
2.451135564	7.286399167	-5.364556743	1.45765933	2.451135564
6.418605679	7.967585311	3.989964786	6.125385258	6.418605679
-3.590361469	-2.493796634	-0.3864360784	-2.156864727	-2.493796634
1.691940175	-4.190224543	4.316893268	0.6062029667	1.691940175
6.169118941	-8.637243096	2.698378973	0.07675160582	2.698378973
3.527892218	3.763519571	-1.10914032	2.060757156	3.527892218
-8.066825128	-2.419003918	8.354257969	-0.7105236923	-2.419003918
-1.3588413	2.841234774	3.556228844	1.679540773	2.841234774
6.484452372	8.932925327	3.123457661	6.180278453	6.484452372
-5.285970224	-2.808100377	3.989456181	-1.368204807	-2.808100377
6.431079407	-2.01710648	-0.9182356139	1.165245771	-0.9182356139
2.239669491	1.323948785	-1.016469551	0.8490495752	1.323948785
6.70241285	1.895342022	-7.158729388	0.4796751612	1.895342022
-5.328153044	-4.422734786	8.999137736	-0.2505833644	-4.422734786
-1.731567691	-0.7500306288	8.875968579	2.131456753	-0.7500306288
-8.611980938	5.761778514	4.212254634	0.4540174033	4.212254634
-1.843713436	0.05226460315	7.969761857	2.059437675	0.05226460315
-3.942706159	4.959664962	1.909381855	0.975446886	1.909381855
1.015459866	2.610976765	-1.855005447	0.5904770614	1.015459866
3.301262566	0.1820111039	-3.930251659	-0.148992663	0.1820111039
-3.303344684	-0.4380051258	5.369085384	0.5425785248	-0.4380051258
-5.212749451	-3.655511492	-5.207194712	-4.691818552	-5.207194712
6.865065938	8.491605436	-9.315094738	2.013858879	6.865065938
